F:\car\IMG\center_2020_02_02_12_21_16_972.jpg, F:\car\IMG\left_2020_02_02_12_21_16_972.jpg, F:\car\IMG\right_2020_02_02_12_21_16_972.jpg,-0.3815191,0,0,3.699816
F:\car\IMG\center_2020_02_02_12_21_17_074.jpg, F:\car\IMG\left_2020_02_02_12_21_17_074.jpg, F:\car\IMG\right_2020_02_02_12_21_17_074.jpg,-0.07529562,0,0,3.658292
F:\car\IMG\center_2020_02_02_12_21_17_176.jpg, F:\car\IMG\left_2020_02_02_12_21_17_176.jpg, F:\car\IMG\right_2020_02_02_12_21_17_176.jpg,0,0,0,3.620223
F:\car\IMG\center_2020_02_02_12_21_17_277.jpg, F:\car\IMG\left_2020_02_02_12_21_17_277.jpg, F:\car\IMG\right_2020_02_02_12_21_17_277.jpg,0,0,0,3.583907
F:\car\IMG\center_2020_02_02_12_21_17_388.jpg, F:\car\IMG\left_2020_02_02_12_21_17_388.jpg, F:\car\IMG\right_2020_02_02_12_21_17_388.jpg,0,0,0,3.540818
F:\car\IMG\center_2020_02_02_12_21_17_498.jpg, F:\car\IMG\left_2020_02_02_12_21_17_498.jpg, F:\car\IMG\right_2020_02_02_12_21_17_498.jpg,0,0.2991129,0,3.816602
F:\car\IMG\center_2020_02_02_12_21_17_607.jpg, F:\car\IMG\left_2020_02_02_12_21_17_607.jpg, F:\car\IMG\right_2020_02_02_12_21_17_607.jpg,0,0.657755,0,4.638956
F:\car\IMG\center_2020_02_02_12_21_17_713.jpg, F:\car\IMG\left_2020_02_02_12_21_17_713.jpg, F:\car\IMG\right_2020_02_02_12_21_17_713.jpg,0,0.9731459,0,5.715314
F:\car\IMG\center_2020_02_02_12_21_17_814.jpg, F:\car\IMG\left_2020_02_02_12_21_17_814.jpg, F:\car\IMG\right_2020_02_02_12_21_17_814.jpg,0,1,0,6.862757
F:\car\IMG\center_2020_02_02_12_21_17_916.jpg, F:\car\IMG\left_2020_02_02_12_21_17_916.jpg, F:\car\IMG\right_2020_02_02_12_21_17_916.jpg,0,1,0,8.000812
F:\car\IMG\center_2020_02_02_12_21_18_019.jpg, F:\car\IMG\left_2020_02_02_12_21_18_019.jpg, F:\car\IMG\right_2020_02_02_12_21_18_019.jpg,0,0.727312,0,8.819586
F:\car\IMG\center_2020_02_02_12_21_18_130.jpg, F:\car\IMG\left_2020_02_02_12_21_18_130.jpg, F:\car\IMG\right_2020_02_02_12_21_18_130.jpg,-0.3304452,0.3571294,0,9.296523
F:\car\IMG\center_2020_02_02_12_21_18_241.jpg, F:\car\IMG\left_2020_02_02_12_21_18_241.jpg, F:\car\IMG\right_2020_02_02_12_21_18_241.jpg,-0.6254133,0.06216129,0,9.237167
F:\car\IMG\center_2020_02_02_12_21_18_367.jpg, F:\car\IMG\left_2020_02_02_12_21_18_367.jpg, F:\car\IMG\right_2020_02_02_12_21_18_367.jpg,-0.3045096,0,0,9.144348
F:\car\IMG\center_2020_02_02_12_21_18_467.jpg, F:\car\IMG\left_2020_02_02_12_21_18_467.jpg, F:\car\IMG\right_2020_02_02_12_21_18_467.jpg,0,0,0,9.018826
F:\car\IMG\center_2020_02_02_12_21_18_568.jpg, F:\car\IMG\left_2020_02_02_12_21_18_568.jpg, F:\car\IMG\right_2020_02_02_12_21_18_568.jpg,0,0,0,8.926856
F:\car\IMG\center_2020_02_02_12_21_18_679.jpg, F:\car\IMG\left_2020_02_02_12_21_18_679.jpg, F:\car\IMG\right_2020_02_02_12_21_18_679.jpg,0,0,0,8.83719
F:\car\IMG\center_2020_02_02_12_21_18_781.jpg, F:\car\IMG\left_2020_02_02_12_21_18_781.jpg, F:\car\IMG\right_2020_02_02_12_21_18_781.jpg,0,0,0,8.748505
F:\car\IMG\center_2020_02_02_12_21_18_901.jpg, F:\car\IMG\left_2020_02_02_12_21_18_901.jpg, F:\car\IMG\right_2020_02_02_12_21_18_901.jpg,0,0,0,8.643175
F:\car\IMG\center_2020_02_02_12_21_19_001.jpg, F:\car\IMG\left_2020_02_02_12_21_19_001.jpg, F:\car\IMG\right_2020_02_02_12_21_19_001.jpg,0,0,0,8.55628
F:\car\IMG\center_2020_02_02_12_21_19_103.jpg, F:\car\IMG\left_2020_02_02_12_21_19_103.jpg, F:\car\IMG\right_2020_02_02_12_21_19_103.jpg,0,0,0,8.470428
F:\car\IMG\center_2020_02_02_12_21_19_213.jpg, F:\car\IMG\left_2020_02_02_12_21_19_213.jpg, F:\car\IMG\right_2020_02_02_12_21_19_213.jpg,0,0,0,8.368537
F:\car\IMG\center_2020_02_02_12_21_19_325.jpg, F:\car\IMG\left_2020_02_02_12_21_19_325.jpg, F:\car\IMG\right_2020_02_02_12_21_19_325.jpg,0,0,0,8.26787
F:\car\IMG\center_2020_02_02_12_21_19_428.jpg, F:\car\IMG\left_2020_02_02_12_21_19_428.jpg, F:\car\IMG\right_2020_02_02_12_21_19_428.jpg,-0.3090801,0,0,8.144635
F:\car\IMG\center_2020_02_02_12_21_19_538.jpg, F:\car\IMG\left_2020_02_02_12_21_19_538.jpg, F:\car\IMG\right_2020_02_02_12_21_19_538.jpg,-0.6061404,0,0,7.97403
F:\car\IMG\center_2020_02_02_12_21_19_639.jpg, F:\car\IMG\left_2020_02_02_12_21_19_639.jpg, F:\car\IMG\right_2020_02_02_12_21_19_639.jpg,-0.3784872,0,0,7.905523
F:\car\IMG\center_2020_02_02_12_21_19_759.jpg, F:\car\IMG\left_2020_02_02_12_21_19_759.jpg, F:\car\IMG\right_2020_02_02_12_21_19_759.jpg,0,0,0,7.777381
F:\car\IMG\center_2020_02_02_12_21_19_857.jpg, F:\car\IMG\left_2020_02_02_12_21_19_857.jpg, F:\car\IMG\right_2020_02_02_12_21_19_857.jpg,0,0,0,7.698783
F:\car\IMG\center_2020_02_02_12_21_19_960.jpg, F:\car\IMG\left_2020_02_02_12_21_19_960.jpg, F:\car\IMG\right_2020_02_02_12_21_19_960.jpg,0,0,0,7.621503
F:\car\IMG\center_2020_02_02_12_21_20_060.jpg, F:\car\IMG\left_2020_02_02_12_21_20_060.jpg, F:\car\IMG\right_2020_02_02_12_21_20_060.jpg,0,0,0,7.545022
F:\car\IMG\center_2020_02_02_12_21_20_166.jpg, F:\car\IMG\left_2020_02_02_12_21_20_166.jpg, F:\car\IMG\right_2020_02_02_12_21_20_166.jpg,0,0,0,7.454261
F:\car\IMG\center_2020_02_02_12_21_20_274.jpg, F:\car\IMG\left_2020_02_02_12_21_20_274.jpg, F:\car\IMG\right_2020_02_02_12_21_20_274.jpg,0,0.2976654,0,7.634103
F:\car\IMG\center_2020_02_02_12_21_20_374.jpg, F:\car\IMG\left_2020_02_02_12_21_20_374.jpg, F:\car\IMG\right_2020_02_02_12_21_20_374.jpg,0,0.5978874,0,8.19279
F:\car\IMG\center_2020_02_02_12_21_20_482.jpg, F:\car\IMG\left_2020_02_02_12_21_20_482.jpg, F:\car\IMG\right_2020_02_02_12_21_20_482.jpg,0,0.8957559,0,9.102708
F:\car\IMG\center_2020_02_02_12_21_20_582.jpg, F:\car\IMG\left_2020_02_02_12_21_20_582.jpg, F:\car\IMG\right_2020_02_02_12_21_20_582.jpg,0,1,0,10.21046
F:\car\IMG\center_2020_02_02_12_21_20_684.jpg, F:\car\IMG\left_2020_02_02_12_21_20_684.jpg, F:\car\IMG\right_2020_02_02_12_21_20_684.jpg,0,1,0,11.31567
F:\car\IMG\center_2020_02_02_12_21_20_792.jpg, F:\car\IMG\left_2020_02_02_12_21_20_792.jpg, F:\car\IMG\right_2020_02_02_12_21_20_792.jpg,0,1,0,12.60673
F:\car\IMG\center_2020_02_02_12_21_20_902.jpg, F:\car\IMG\left_2020_02_02_12_21_20_902.jpg, F:\car\IMG\right_2020_02_02_12_21_20_902.jpg,0,1,0,13.79676
F:\car\IMG\center_2020_02_02_12_21_21_009.jpg, F:\car\IMG\left_2020_02_02_12_21_21_009.jpg, F:\car\IMG\right_2020_02_02_12_21_21_009.jpg,0,1,0,15.12152
F:\car\IMG\center_2020_02_02_12_21_21_115.jpg, F:\car\IMG\left_2020_02_02_12_21_21_115.jpg, F:\car\IMG\right_2020_02_02_12_21_21_115.jpg,0,0.6826558,0,15.65806
F:\car\IMG\center_2020_02_02_12_21_21_219.jpg, F:\car\IMG\left_2020_02_02_12_21_21_219.jpg, F:\car\IMG\right_2020_02_02_12_21_21_219.jpg,0,0.4020871,0,16.35322
F:\car\IMG\center_2020_02_02_12_21_21_326.jpg, F:\car\IMG\left_2020_02_02_12_21_21_326.jpg, F:\car\IMG\right_2020_02_02_12_21_21_326.jpg,0,0.04692794,0,16.36807
F:\car\IMG\center_2020_02_02_12_21_21_447.jpg, F:\car\IMG\left_2020_02_02_12_21_21_447.jpg, F:\car\IMG\right_2020_02_02_12_21_21_447.jpg,-0.3550992,0,0,15.59311
F:\car\IMG\center_2020_02_02_12_21_21_549.jpg, F:\car\IMG\left_2020_02_02_12_21_21_549.jpg, F:\car\IMG\right_2020_02_02_12_21_21_549.jpg,-0.6675732,0,0,15.20782
F:\car\IMG\center_2020_02_02_12_21_21_657.jpg, F:\car\IMG\left_2020_02_02_12_21_21_657.jpg, F:\car\IMG\right_2020_02_02_12_21_21_657.jpg,-0.3510564,0,0,15.6066
F:\car\IMG\center_2020_02_02_12_21_21_759.jpg, F:\car\IMG\left_2020_02_02_12_21_21_759.jpg, F:\car\IMG\right_2020_02_02_12_21_21_759.jpg,-0.03653971,0,0,14.93282
F:\car\IMG\center_2020_02_02_12_21_21_870.jpg, F:\car\IMG\left_2020_02_02_12_21_21_870.jpg, F:\car\IMG\right_2020_02_02_12_21_21_870.jpg,0,0,0,14.73903
F:\car\IMG\center_2020_02_02_12_21_21_978.jpg, F:\car\IMG\left_2020_02_02_12_21_21_978.jpg, F:\car\IMG\right_2020_02_02_12_21_21_978.jpg,0,0,0,15.10343
F:\car\IMG\center_2020_02_02_12_21_22_096.jpg, F:\car\IMG\left_2020_02_02_12_21_22_096.jpg, F:\car\IMG\right_2020_02_02_12_21_22_096.jpg,0,0,0,14.93084
F:\car\IMG\center_2020_02_02_12_21_22_198.jpg, F:\car\IMG\left_2020_02_02_12_21_22_198.jpg, F:\car\IMG\right_2020_02_02_12_21_22_198.jpg,0,0,0,14.28285
F:\car\IMG\center_2020_02_02_12_21_22_304.jpg, F:\car\IMG\left_2020_02_02_12_21_22_304.jpg, F:\car\IMG\right_2020_02_02_12_21_22_304.jpg,0,0,0,14.62331
F:\car\IMG\center_2020_02_02_12_21_22_413.jpg, F:\car\IMG\left_2020_02_02_12_21_22_413.jpg, F:\car\IMG\right_2020_02_02_12_21_22_413.jpg,0,0,0,14.46417
F:\car\IMG\center_2020_02_02_12_21_22_516.jpg, F:\car\IMG\left_2020_02_02_12_21_22_516.jpg, F:\car\IMG\right_2020_02_02_12_21_22_516.jpg,-0.3119334,0,0,13.77256
F:\car\IMG\center_2020_02_02_12_21_22_623.jpg, F:\car\IMG\left_2020_02_02_12_21_22_623.jpg, F:\car\IMG\right_2020_02_02_12_21_22_623.jpg,-0.5905092,0,0,13.94322
F:\car\IMG\center_2020_02_02_12_21_22_730.jpg, F:\car\IMG\left_2020_02_02_12_21_22_730.jpg, F:\car\IMG\right_2020_02_02_12_21_22_730.jpg,-0.31605,0,0,13.80776
F:\car\IMG\center_2020_02_02_12_21_22_833.jpg, F:\car\IMG\left_2020_02_02_12_21_22_833.jpg, F:\car\IMG\right_2020_02_02_12_21_22_833.jpg,-0.02854379,0,0,13.12055
F:\car\IMG\center_2020_02_02_12_21_22_939.jpg, F:\car\IMG\left_2020_02_02_12_21_22_939.jpg, F:\car\IMG\right_2020_02_02_12_21_22_939.jpg,0,0,0,13.47562
F:\car\IMG\center_2020_02_02_12_21_23_042.jpg, F:\car\IMG\left_2020_02_02_12_21_23_042.jpg, F:\car\IMG\right_2020_02_02_12_21_23_042.jpg,0,0,0,12.84951
F:\car\IMG\center_2020_02_02_12_21_23_146.jpg, F:\car\IMG\left_2020_02_02_12_21_23_146.jpg, F:\car\IMG\right_2020_02_02_12_21_23_146.jpg,0,0,0,12.5956
F:\car\IMG\center_2020_02_02_12_21_23_250.jpg, F:\car\IMG\left_2020_02_02_12_21_23_250.jpg, F:\car\IMG\right_2020_02_02_12_21_23_250.jpg,0,0,0,13.0205
F:\car\IMG\center_2020_02_02_12_21_23_351.jpg, F:\car\IMG\left_2020_02_02_12_21_23_351.jpg, F:\car\IMG\right_2020_02_02_12_21_23_351.jpg,0,0,0,12.33133
F:\car\IMG\center_2020_02_02_12_21_23_458.jpg, F:\car\IMG\left_2020_02_02_12_21_23_458.jpg, F:\car\IMG\right_2020_02_02_12_21_23_458.jpg,-0.2969013,0,0,12.72216
F:\car\IMG\center_2020_02_02_12_21_23_562.jpg, F:\car\IMG\left_2020_02_02_12_21_23_562.jpg, F:\car\IMG\right_2020_02_02_12_21_23_562.jpg,-0.595993,0,0,11.97636
F:\car\IMG\center_2020_02_02_12_21_23_667.jpg, F:\car\IMG\left_2020_02_02_12_21_23_667.jpg, F:\car\IMG\right_2020_02_02_12_21_23_667.jpg,-0.332974,0,0,12.27995
F:\car\IMG\center_2020_02_02_12_21_23_770.jpg, F:\car\IMG\left_2020_02_02_12_21_23_770.jpg, F:\car\IMG\right_2020_02_02_12_21_23_770.jpg,-0.02662659,0,0,12.21128
F:\car\IMG\center_2020_02_02_12_21_23_873.jpg, F:\car\IMG\left_2020_02_02_12_21_23_873.jpg, F:\car\IMG\right_2020_02_02_12_21_23_873.jpg,0,0,0,11.7483
F:\car\IMG\center_2020_02_02_12_21_23_982.jpg, F:\car\IMG\left_2020_02_02_12_21_23_982.jpg, F:\car\IMG\right_2020_02_02_12_21_23_982.jpg,0,0,0,11.91274
F:\car\IMG\center_2020_02_02_12_21_24_087.jpg, F:\car\IMG\left_2020_02_02_12_21_24_087.jpg, F:\car\IMG\right_2020_02_02_12_21_24_087.jpg,0,0,0,11.61333
F:\car\IMG\center_2020_02_02_12_21_24_193.jpg, F:\car\IMG\left_2020_02_02_12_21_24_193.jpg, F:\car\IMG\right_2020_02_02_12_21_24_193.jpg,0,0,0,11.46953
F:\car\IMG\center_2020_02_02_12_21_24_297.jpg, F:\car\IMG\left_2020_02_02_12_21_24_297.jpg, F:\car\IMG\right_2020_02_02_12_21_24_297.jpg,0,0.2872095,0,11.5037
F:\car\IMG\center_2020_02_02_12_21_24_401.jpg, F:\car\IMG\left_2020_02_02_12_21_24_401.jpg, F:\car\IMG\right_2020_02_02_12_21_24_401.jpg,0,0.594684,0,12.01896
F:\car\IMG\center_2020_02_02_12_21_24_503.jpg, F:\car\IMG\left_2020_02_02_12_21_24_503.jpg, F:\car\IMG\right_2020_02_02_12_21_24_503.jpg,0,0.8869275,0,12.98505
F:\car\IMG\center_2020_02_02_12_21_24_609.jpg, F:\car\IMG\left_2020_02_02_12_21_24_609.jpg, F:\car\IMG\right_2020_02_02_12_21_24_609.jpg,0,0.8855422,0,14.13623
F:\car\IMG\center_2020_02_02_12_21_24_712.jpg, F:\car\IMG\left_2020_02_02_12_21_24_712.jpg, F:\car\IMG\right_2020_02_02_12_21_24_712.jpg,0,0.5933197,0,14.99708
F:\car\IMG\center_2020_02_02_12_21_24_816.jpg, F:\car\IMG\left_2020_02_02_12_21_24_816.jpg, F:\car\IMG\right_2020_02_02_12_21_24_816.jpg,-0.2934285,0.281188,0,15.05794
F:\car\IMG\center_2020_02_02_12_21_24_921.jpg, F:\car\IMG\left_2020_02_02_12_21_24_921.jpg, F:\car\IMG\right_2020_02_02_12_21_24_921.jpg,-0.5868105,0,0,15.08979
F:\car\IMG\center_2020_02_02_12_21_25_023.jpg, F:\car\IMG\left_2020_02_02_12_21_25_023.jpg, F:\car\IMG\right_2020_02_02_12_21_25_023.jpg,-0.3597543,0,0,14.67104
F:\car\IMG\center_2020_02_02_12_21_25_126.jpg, F:\car\IMG\left_2020_02_02_12_21_25_126.jpg, F:\car\IMG\right_2020_02_02_12_21_25_126.jpg,-0.01127909,0,0,14.4905
F:\car\IMG\center_2020_02_02_12_21_25_227.jpg, F:\car\IMG\left_2020_02_02_12_21_25_227.jpg, F:\car\IMG\right_2020_02_02_12_21_25_227.jpg,0,0,0,14.62626
F:\car\IMG\center_2020_02_02_12_21_25_330.jpg, F:\car\IMG\left_2020_02_02_12_21_25_330.jpg, F:\car\IMG\right_2020_02_02_12_21_25_330.jpg,0,0,0,14.21757
F:\car\IMG\center_2020_02_02_12_21_25_431.jpg, F:\car\IMG\left_2020_02_02_12_21_25_431.jpg, F:\car\IMG\right_2020_02_02_12_21_25_431.jpg,0,0,0,14.34678
F:\car\IMG\center_2020_02_02_12_21_25_534.jpg, F:\car\IMG\left_2020_02_02_12_21_25_534.jpg, F:\car\IMG\right_2020_02_02_12_21_25_534.jpg,0,0,0,13.95633
F:\car\IMG\center_2020_02_02_12_21_25_639.jpg, F:\car\IMG\left_2020_02_02_12_21_25_639.jpg, F:\car\IMG\right_2020_02_02_12_21_25_639.jpg,0,0.296145,0,14.24834
F:\car\IMG\center_2020_02_02_12_21_25_784.jpg, F:\car\IMG\left_2020_02_02_12_21_25_784.jpg, F:\car\IMG\right_2020_02_02_12_21_25_784.jpg,0,0.7507398,0,15.26227
F:\car\IMG\center_2020_02_02_12_21_25_883.jpg, F:\car\IMG\left_2020_02_02_12_21_25_883.jpg, F:\car\IMG\right_2020_02_02_12_21_25_883.jpg,0,1,0,16.08697
F:\car\IMG\center_2020_02_02_12_21_25_987.jpg, F:\car\IMG\left_2020_02_02_12_21_25_987.jpg, F:\car\IMG\right_2020_02_02_12_21_25_987.jpg,0,1,0,17.36044
F:\car\IMG\center_2020_02_02_12_21_26_091.jpg, F:\car\IMG\left_2020_02_02_12_21_26_091.jpg, F:\car\IMG\right_2020_02_02_12_21_26_091.jpg,0,1,0,18.58557
F:\car\IMG\center_2020_02_02_12_21_26_195.jpg, F:\car\IMG\left_2020_02_02_12_21_26_195.jpg, F:\car\IMG\right_2020_02_02_12_21_26_195.jpg,0,1,0,19.4632
F:\car\IMG\center_2020_02_02_12_21_26_302.jpg, F:\car\IMG\left_2020_02_02_12_21_26_302.jpg, F:\car\IMG\right_2020_02_02_12_21_26_302.jpg,0,1,0,20.59072
F:\car\IMG\center_2020_02_02_12_21_26_407.jpg, F:\car\IMG\left_2020_02_02_12_21_26_407.jpg, F:\car\IMG\right_2020_02_02_12_21_26_407.jpg,0,0.8644363,0,21.74105
F:\car\IMG\center_2020_02_02_12_21_26_511.jpg, F:\car\IMG\left_2020_02_02_12_21_26_511.jpg, F:\car\IMG\right_2020_02_02_12_21_26_511.jpg,0,0.5697148,0,22.30585
F:\car\IMG\center_2020_02_02_12_21_26_640.jpg, F:\car\IMG\left_2020_02_02_12_21_26_640.jpg, F:\car\IMG\right_2020_02_02_12_21_26_640.jpg,0,0.1763872,0,22.31365
F:\car\IMG\center_2020_02_02_12_21_26_742.jpg, F:\car\IMG\left_2020_02_02_12_21_26_742.jpg, F:\car\IMG\right_2020_02_02_12_21_26_742.jpg,0,0,0,22.2537
F:\car\IMG\center_2020_02_02_12_21_26_844.jpg, F:\car\IMG\left_2020_02_02_12_21_26_844.jpg, F:\car\IMG\right_2020_02_02_12_21_26_844.jpg,0,0,0,21.79272
F:\car\IMG\center_2020_02_02_12_21_26_945.jpg, F:\car\IMG\left_2020_02_02_12_21_26_945.jpg, F:\car\IMG\right_2020_02_02_12_21_26_945.jpg,-0.2713254,0,0,21.76406
F:\car\IMG\center_2020_02_02_12_21_27_046.jpg, F:\car\IMG\left_2020_02_02_12_21_27_046.jpg, F:\car\IMG\right_2020_02_02_12_21_27_046.jpg,-0.6188532,0,0,21.29461
F:\car\IMG\center_2020_02_02_12_21_27_150.jpg, F:\car\IMG\left_2020_02_02_12_21_27_150.jpg, F:\car\IMG\right_2020_02_02_12_21_27_150.jpg,-0.3088413,0,0,20.79452
